"column"	"row"	"left-p-value"	"p-value-log-sum"	"right-p-value"	"two-tail-p-value"	"corrected-left-p-value"	"corrected-right-p-value"	"corrected-two-tail-p-value"	"mean-group1"	"mean-group2"	"N"	"N-group1"	"N-group2"	"U1"	"U2"
No VS Yes	DSG4	0.49923875068780915	-0.0013224265243449995	0.5007612493121909	0.9984775013756183	1	1	1	0.0026057529610828646	0.009170124481327787	832	591	241	71209.5	71221.5
No VS Yes	DSN1	0.9999908820736758	5.040099961477535	9.117926324186953E-6	1.8235852648373907E-5	1	2.0946559719048203E-4	1.8910532794703057E-4	0.12461602671118531	-0.07735655737704919	843	599	244	86818	59338
No VS Yes	DSP	0.12524002276269353	-0.844145766730512	0.8747599772373065	0.25048004552538705	0.48954842582685704	1	0.5440818556306163	-0.21447412353923193	-0.08055327868852453	843	599	244	69393.5	76762.5
No VS Yes	DSPP	0.5	0	0.5	1	1	1	1	0	0	837	594	243	72171	72171
No VS Yes	DST	0.42498156212836896	-0.13131168194867196	0.575018437871631	0.8499631242567379	1	1	1	-0.06413188647746246	-0.03624999999999998	843	599	244	72471.5	73684.5
No VS Yes	DSTN	2.3261794909856803E-5	-4.6333466750101	0.9999767382050901	4.652358981971361E-5	3.629445596310506E-4	1	4.1670821527749636E-4	-0.0770701168614357	0.10571721311475413	843	599	244	60021	86135
No VS Yes	DSTYK	0.6591500024735333	0.28642096286100477	0.3408499975264667	0.6816999950529334	1	1	1	-0.01627712854757925	-0.026168032786885228	843	599	244	74393	71763
No VS Yes	DTD1	0.9718666998959248	1.5383860227405461	0.02813330010407522	0.05626660020815044	1	0.16606959913694694	0.16339525615526315	-0.003939899833055104	-0.12473360655737702	843	599	244	79198.5	66957.5
No VS Yes	DTHD1	0.5	0	0.5	1	1	1	1	0	0	841	598	243	72657	72657
No VS Yes	DTL	0.999982982758723	4.7691034529473155	1.7017241277006434E-5	3.403448255401287E-5	1	3.5601676129523623E-4	3.200372178140841E-4	-0.008814691151919882	-0.3723770491803278	843	599	244	86366.5	59789.5
No VS Yes	DTNA	0.9995991375395136	3.396830484905448	4.008624604864286E-4	8.017249209728572E-4	1	0.005051561136259713	0.004683700892965571	-0.17657762938230384	-0.6365352697095435	840	599	241	82842	61517
No VS Yes	DTNB	0.5377697736673946	0.06573804663888327	0.46223022633260535	0.9244604526652107	1	1	1	0.012971619365609366	-0.0018237704918032847	843	599	244	73382	72774
No VS Yes	DTNBP1	0.5767288396529837	0.13435299034281803	0.42327116034701623	0.8465423206940325	1	1	1	3.0050083472456636E-4	0.006413934426229515	843	599	244	73698.5	72457.5
No VS Yes	DTWD1	1.0197680175755286E-4	-3.991454322473755	0.9998980231982424	2.0395360351510572E-4	0.0012811228664695775	1	0.0014669829081635402	-0.028180300500834757	0.07391393442622947	843	599	244	61170	84986
No VS Yes	DTWD2	1.7358336990014323E-12	-11.760491884611298	0.9999999999982642	3.4716673980028645E-12	4.1613039158296687E-10	1	4.845353874596189E-10	-0.19801335559265443	0.19399590163934424	843	599	244	50772	95384
No VS Yes	DTX1	0.23107932635329326	-0.5221204449459811	0.7689206736467067	0.4621586527065865	0.78596284979153	1	0.8635069563728326	-0.15895659432387313	-0.12913934426229506	843	599	244	70720.5	75435.5
No VS Yes	DTX2	0.2602212064202012	-0.4537591917342061	0.7397787935797988	0.5204424128404024	0.8616391815444328	1	0.9435102354491886	0.028772954924874774	0.05809426229508193	843	599	244	71017.5	75138.5
No VS Yes	DTX3	0.011756481605971703	-1.9245866059099868	0.9882435183940284	0.023512963211943405	0.0705215854238697	1	0.07936452730988418	-0.12769616026711184	-0.002418032786885231	843	599	244	65816	80340
No VS Yes	DTX3L	0.12507936688226828	-0.8447829842551334	0.8749206331177317	0.25015873376453657	0.4892958838471839	1	0.5436736900511905	-0.052971619365609374	0.024036885245901612	843	599	244	69391	76765
No VS Yes	DTX4	0.43932786462934287	-0.10592022327702111	0.5606721353706572	0.8786557292586857	1	1	1	0.05403171953255425	0.04110655737704922	843	599	244	72588.5	73567.5
No VS Yes	DTYMK	0.9932603326364542	2.168424629157692	0.006739667363545754	0.013479334727091508	1	0.051205891822137146	0.05001245515913031	0.04482470784641068	-0.039385245901639346	843	599	244	81000	65156
No VS Yes	DULLARD	0.3246461002013425	-0.3181212217253716	0.6753538997986575	0.649292200402685	1	1	1	0.008664440734557573	0.007684426229508184	843	599	244	71620	74536
No VS Yes	DUOX1	0.3913228757209535	-0.19185174373434744	0.6086771242790465	0.782645751441907	1	1	1	0.04219532554257086	0.05227459016393442	843	599	244	72193.5	73962.5
No VS Yes	DUOX2	0.9999186234486576	4.089465376237034	8.137655134243804E-5	1.6275310268487608E-4	1	0.0013308266345945906	0.001215250997951528	0.28164715719063554	-0.029016393442622915	842	598	244	85028.5	60883.5
No VS Yes	DUOXA1	0.9921831626408262	2.1035607768664555	0.007816837359173823	0.015633674718347645	1	0.05787924958862099	0.056483579740384746	0.31173622704507525	0.022172131147540915	843	599	244	80828.5	65327.5
No VS Yes	DUOXA2	0.8329250602234852	0.6976946156523369	0.16707493977651472	0.33414987955302944	1	0.6558439699144751	0.6764327533928155	0.05219532554257099	0.0017213114754098713	843	599	244	76174.5	69981.5
No VS Yes	DUPD1	0.5	0	0.5	1	1	1	1	0	0	829	589	240	70680	70680
No VS Yes	DUS1L	0.9999966795247452	5.478798309841127	3.32047525480883E-6	6.64095050961766E-6	1	9.106503939063193E-5	8.098303323427832E-5	0.09272954924874796	-0.11127049180327866	843	599	244	87521.5	58634.5
No VS Yes	DUS2L	0.9999966378228639	5.473377949331804	3.3621771361458386E-6	6.724354272291677E-6	1	9.159235762465743E-5	8.165802562961114E-5	0.08431552587646078	-0.09985655737704915	843	599	244	87513	58643
No VS Yes	DUS3L	0.9914113931064005	2.06233118018405	0.008588606893599526	0.017177213787199053	1	0.06252591735293946	0.06109619223978968	-0.0033305509181969523	-0.09430327868852453	843	599	244	80718	65438
No VS Yes	DUS4L	0.9915630116464207	2.070132868269063	0.008436988353579256	0.01687397670715851	1	0.061620255082754295	0.06020679799715794	0.021360601001669456	-0.06557377049180328	843	599	244	80739	65417
No VS Yes	DUSP1	0.11692289999553473	-0.8780990443027947	0.8830771000044653	0.23384579999106947	0.4634386176247834	1	0.5158124990710136	-0.08064246410684464	0.05059461270491808	843	599	244	69261	76895
No VS Yes	DUSP10	0.0037803231627702716	-2.4208261881505178	0.9962196768372298	0.007560646325540543	0.027248547961715535	1	0.030806496735760774	-0.08987479131886482	0.12161885245901635	843	599	244	64514	81642
No VS Yes	DUSP11	0.8783242096272172	0.8584506775790028	0.12167579037278276	0.2433515807455655	1	0.519787752709894	0.5322858695633736	0.014056761268781309	-0.016598360655737707	843	599	244	76818.5	69337.5
No VS Yes	DUSP12	0.9988701213881755	2.9464772348389525	0.001129878611824453	0.002259757223648906	1	0.011898468461574614	0.011203667383526463	0.07673622704507516	-0.05846311475409834	843	599	244	82869	63287
No VS Yes	DUSP13	0.5	0	0.5	1	1	1	1	0	0	829	588	241	70854	70854
No VS Yes	DUSP14	0.7627991423233954	0.5072939410343581	0.2372008576766046	0.4744017153532092	1	0.8417697451891626	0.8808897169448099	0.054298831385642746	0.005040983606557396	843	599	244	75371.5	70784.5
No VS Yes	DUSP15	0.015336485822603774	-1.8075619883436642	0.9846635141773963	0.030672971645207547	0.08751374169901907	1	0.09866190105988858	-0.057345575959933184	0.13706967213114754	843	599	244	66148.5	80007.5
No VS Yes	DUSP16	1.5605366575910384E-5	-4.806719247761181	0.9999843946334241	3.121073315182077E-5	2.5665097233036795E-4	1	2.960805909844748E-4	-0.09531719532554253	0.13485655737704916	843	599	244	59726	86430
No VS Yes	DUSP18	0.00933993550429768	-2.0255807787826083	0.9906600644957023	0.01867987100859536	0.05816621814519372	1	0.06546951006916885	-0.06048414023372288	0.026536885245901646	843	599	244	65537.5	80618.5
No VS Yes	DUSP19	0.5996049132321793	0.17537644322049062	0.40039508676782065	0.8007901735356413	1	1	1	-0.006260434056761235	-0.051454918032786866	843	599	244	73887	72269
No VS Yes	DUSP2	0.9999669334353383	4.480596561426008	3.306656466178781E-5	6.613312932357562E-5	1	6.238864704752316E-4	5.659784864454013E-4	0.14945766694490822	-0.15450802049180326	843	599	244	85870	60286
No VS Yes	DUSP21	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	DUSP22	0.6515687526318102	0.27184315293990413	0.34843124736818976	0.6968624947363795	1	1	1	-0.019298831385642774	-0.03282786885245901	843	599	244	74327	71829
No VS Yes	DUSP23	0.6782099572780352	0.32379156024901457	0.32179004272196476	0.6435800854439295	1	1	1	0.03549248747913188	0.0388729508196721	843	599	244	74561.5	71594.5
No VS Yes	DUSP26	0.6437254887385228	0.256915952661211	0.35627451126147724	0.7125490225229545	1	1	1	0.43144970414201184	0.3041111111111111	214	169	45	3938.5	3666.5
No VS Yes	DUSP27	0.7337665668864563	0.44029532733114124	0.26623343311354375	0.5324668662270875	1	0.9122311529434474	0.9589956985247802	0.14800833220338994	0.0479627818930042	833	590	243	73655.5	69714.5
No VS Yes	DUSP28	8.106975266101712E-4	-3.090788927732014	0.9991893024733898	0.0016213950532203425	0.007391312527845844	1	0.008460734186804333	-0.09694490818030048	0.03401639344262296	843	599	244	62972	83184
No VS Yes	DUSP3	0.1595767962792023	-0.7215282928087223	0.8404232037207977	0.3191535925584046	0.589930402355099	1	0.6540674600787098	-0.04279632721202003	0.007192622950819652	843	599	244	69884	76272
No VS Yes	DUSP4	2.3777728130891518E-7	-6.6238295396122435	0.9999997622227187	4.7555456261783036E-7	7.454134863433484E-6	1	8.441093486466489E-6	-0.40978297161936555	0.2855186721991702	840	599	241	56161.5	88197.5
No VS Yes	DUSP5	0.03272155294298318	-1.4707176040978858	0.9672784470570168	0.06544310588596636	0.1633432347670672	1	0.1845977531337675	-0.15935726210350593	0.055983606557376976	843	599	244	67171.5	78984.5
No VS Yes	DUSP5P	0.8174273887867752	0.6510135580989895	0.18257261121322477	0.36514522242644953	1	0.6978582064700584	0.7235791303494857	0.1787904599659285	0.12822916666666664	827	587	240	73263.5	67616.5
No VS Yes	DUSP6	0.015234447429471276	-1.8105061419268091	0.9847655525705288	0.030468894858942552	0.08712667282355772	1	0.09816042221986915	-0.005367278797996707	0.14364754098360646	843	599	244	66140	80016
No VS Yes	DUSP7	0.9991426478275818	3.0664682443404705	8.573521724182798E-4	0.0017147043448365595	1	0.0094382848283994	0.008856915192581642	0.09597662771285471	-0.061864754098360716	843	599	244	83131.5	63024.5
No VS Yes	DUSP8	0.9894884483171538	1.9737438984722457	0.010511551682846176	0.021023103365692353	1	0.07378363370353308	0.07232614845225613	-0.034616026711185334	-0.20553278688524587	843	599	244	80476.5	65679.5
No VS Yes	DUSP9	0.9992737665431588	3.1386082336893915	7.262334568412521E-4	0.0014524669136825041	1	0.008230511206926694	0.007711547238173108	0.3797989949748743	-0.025802469135802412	840	597	243	82688	62383
No VS Yes	DUT	0.9997801877442578	3.657852623188396	2.198122557421356E-4	4.396245114842712E-4	1	0.0030284748717089227	0.0028011972077908046	0.06058430717863108	-0.08168032786885245	843	599	244	84348	61808
No VS Yes	DUXA	0.5	0	0.5	1	1	1	1	0	0	827	588	239	70266	70266
No VS Yes	DVL1	0.996202076690816	2.418801251875723	0.0037979233091841036	0.007595846618368207	1	0.031966246704355425	0.03091901049590271	-1.4190317195322423E-4	-0.13852459016393437	843	599	244	81637	64519
No VS Yes	DVL2	0.9393134686490578	1.189718234343733	0.06068653135094215	0.1213730627018843	1	0.3048839865232121	0.30571309007123565	0.03119365609348916	-0.03620901639344263	843	599	244	78044.5	68111.5
No VS Yes	DVL3	0.9752086762169545	1.5947978390277224	0.024791323783045438	0.049582647566090876	1	0.14928274371368702	0.1470877288476101	0.062378964941569276	0.008463114754098373	843	599	244	79373.5	66782.5
No VS Yes	DVWA	0.49975078661519856	-4.329280271934688E-4	0.5002492133848014	0.9995015732303971	1	1	1	0.01630434782608699	0.020655737704918013	842	598	244	72954	72958
No VS Yes	DYDC1	0.5	0	0.5	1	1	1	1	0	0	832	591	241	71215.5	71215.5
No VS Yes	DYDC2	0.5	0	0.5	1	1	1	1	0	0	832	590	242	71390	71390
No VS Yes	DYM	0.605919412395314	0.18682982454737762	0.39408058760468595	0.7881611752093719	1	1	1	0.013522537562604303	-0.01405737704918036	843	599	244	73939.5	72216.5
No VS Yes	DYNC1H1	0.6341746853995365	0.23893514738194777	0.3658253146004635	0.731650629200927	1	1	1	-0.002954924874791368	-0.013299180327868905	843	599	244	74177.5	71978.5
No VS Yes	DYNC1I1	0.407877737246943	-0.16188138876165392	0.592122262753057	0.815755474493886	1	1	1	0.24259197324414716	0.06592213114754096	842	598	244	72210	73702
No VS Yes	DYNC1I2	9.085144303533355E-10	-9.041668169807224	0.9999999990914856	1.817028860706671E-9	7.012423692162847E-8	1	8.101881202323815E-8	-0.05181135225375625	0.11819672131147543	843	599	244	53798	92358
No VS Yes	DYNC1LI1	0.2880551944259856	-0.3929706145552005	0.7119448055740144	0.5761103888519712	0.9283094570327864	1	1	-0.007036727879799659	-0.006864754098360643	843	599	244	71285.5	74870.5
No VS Yes	DYNC1LI2	0.9975684235723206	2.6130547692215305	0.0024315764276793828	0.0048631528553587655	1	0.02232908195891067	0.021292751554285682	0.07323038397328882	-0.03657786885245901	843	599	244	82106.5	64049.5
No VS Yes	DYNC2H1	2.5646703094572842E-9	-8.590968454774085	0.9999999974353297	5.1293406189145685E-9	1.643405248295946E-7	1	1.8697777064690906E-7	-0.2376043405676127	0.22743852459016398	843	599	244	54344.5	91811.5
No VS Yes	DYNC2LI1	3.332841955416832E-5	-4.477170805664277	0.9999666715804458	6.665683910833664E-5	4.957176680695531E-4	1	5.692650505073662E-4	-0.1061769616026711	0.05569672131147543	843	599	244	60292	85864
No VS Yes	DYNLL1	0.1745556344532609	-0.6747539355003822	0.8254443655467392	0.3491112689065218	0.6331292565422031	1	0.7001122258151948	0.025809682804674466	0.06788934426229509	843	599	244	70076	76080
No VS Yes	DYNLL2	0.9640046835262484	1.42783314761765	0.03599531647375165	0.0719906329475033	1	0.20211533860171876	0.19991184622121488	0.04420701168614357	-0.050286885245901664	843	599	244	78846.5	67309.5
No VS Yes	DYNLRB1	0.9043943253573437	0.9758741582473082	0.0956056746426564	0.1912113492853128	1	0.4329237404874243	0.4397645219398215	0.08940734557595993	0.014651639344262295	843	599	244	77268.5	68887.5
No VS Yes	DYNLRB2	-	-	-	-	-	-	-	-	-	4	4	0	-	-
No VS Yes	DYNLT1	0.00869836423256437	-2.056768233596837	0.9913016357674356	0.01739672846512874	0.05482417815247887	1	0.061704636367959684	-0.03035058430717865	0.09850409836065573	843	599	244	65453	80703
No VS Yes	DYNLT3	0.07799862918597172	-1.0726445966566729	0.9220013708140282	0.15599725837194345	0.3339029552358289	1	0.37366358691020235	0.004891485809682788	0.06194672131147539	843	599	244	68529.5	77626.5
No VS Yes	DYRK1A	0.9022853834754723	0.9653843900932716	0.09771461652452773	0.19542923304905546	1	0.43993167055243076	0.4472441017341199	0.012504173622704519	-0.025307377049180332	843	599	244	77229	68927
No VS Yes	DYRK1B	6.450407896957389E-5	-4.190384806851197	0.9999354959210305	1.2900815793914777E-4	8.70463322624508E-4	1	9.987839036193062E-4	-0.11775459098497497	0.05470954356846472	840	599	241	60002.5	84356.5
No VS Yes	DYRK2	0.7232769438617054	0.4172592757740093	0.2767230561382946	0.5534461122765892	1	0.9383900341038492	0.9864052680713775	0.002971619365609371	-0.04559426229508197	843	599	244	74978	71178
No VS Yes	DYRK3	0.007585450817856998	-2.1167117257304975	0.992414549182143	0.015170901635713996	0.048836881932218655	1	0.05506545469022873	-0.07048414023372283	0.08956967213114754	843	599	244	65292.5	80863.5
No VS Yes	DYRK4	0.9521585581668199	1.2989050154444532	0.047841441833180065	0.09568288366636013	1	0.25308023370579186	0.2520333661413418	0.039307178631051765	-0.053073770491803285	843	599	244	78420	67736
No VS Yes	DYSF	0.9963305964362865	2.4338079889138666	0.003669403563713536	0.007338807127427072	1	0.03103837128177282	0.03000458925272501	0.03285527796327212	-0.14249952663934423	843	599	244	81674	64482
No VS Yes	DYSFIP1	0.5	0	0.5	1	1	1	1	0	0	831	589	242	71269	71269
No VS Yes	DYTN	0.5	0	0.5	1	1	1	1	0	0	840	596	244	72712	72712
No VS Yes	DYX1C1	2.4143383795527384E-6	-5.617200813262065	0.9999975856616204	4.828676759105477E-6	5.318591692988773E-5	1	6.126646719818948E-5	-0.20435726210350583	0.10151639344262296	843	599	244	58419	87737
No VS Yes	DZANK1	0.5	0	0.5	1	1	1	1	0	0	840	596	244	72712	72712
No VS Yes	DZIP1	0.660280713250895	0.28860840815038613	0.339719286749105	0.67943857349821	1	1	1	-0.02658862876254181	-0.15595435684647305	839	598	241	73371.5	70746.5
No VS Yes	DZIP1L	0.2491128442600044	-0.47917855525009057	0.7508871557399956	0.4982256885200088	0.8335258501619228	1	0.9144608948813024	-0.04709483722871447	-0.02385212704918024	843	599	244	70906.5	75249.5
No VS Yes	DZIP3	0.18778205650436797	-0.6360184887344121	0.812217943495632	0.37556411300873593	0.6695424261398961	1	0.7391934638055647	-0.007787979966610998	-0.006352459016393412	843	599	244	70237	75919
No VS Yes	E2F1	0.999999999997816	11.660752292991347	2.1839752228913767E-12	4.367950445782753E-12	1	6.096282618747614E-10	5.59784441721479E-10	0.10935726210350581	-0.5345081967213114	843	599	244	95280	50876
No VS Yes	E2F2	0.9999999999996023	12.40040357112145	3.9773739857196233E-13	7.954747971439247E-13	1	1.589155876608015E-10	1.5148962562057713E-10	0.14893989983305508	-0.5059631147540984	843	599	244	96040.5	50115.5
No VS Yes	E2F3	0.9999880919100402	4.924152721483014	1.1908089959766777E-5	2.3816179919533553E-5	1	2.611960700862945E-4	2.3615683611695145E-4	0.15298831385642742	-0.15280737704918032	843	599	244	86626.5	59529.5
No VS Yes	E2F4	0.9999999991757424	9.083937035947134	8.24257606613088E-10	1.648515213226176E-9	1	8.193120609734095E-8	7.498168415158435E-8	0.06414023372287142	-0.1559836065573771	843	599	244	92408.5	53747.5
No VS Yes	E2F5	0.9999999999568451	10.364969643077286	4.315492407869215E-11	8.63098481573843E-11	1	6.7643683688577685E-9	6.372231072112391E-9	0.2185893155258764	-0.23887295081967214	843	599	244	93883.5	52272.5
No VS Yes	E2F6	0.9999939882493072	5.220996427017562	6.011750692813678E-6	1.2023501385627355E-5	1	1.4994056776923415E-4	1.342481576629746E-4	0.09525041736227045	-0.061823770491803286	843	599	244	87112	59044
No VS Yes	E2F7	0.9999997762835913	6.650302063651488	2.2371640878704468E-7	4.4743281757408937E-7	1	8.886294857414444E-6	8.018767391123323E-6	0.16228714524207005	-0.360532786885246	843	599	244	89261.5	56894.5
No VS Yes	E2F8	0.9999999923619683	8.11701854294828	7.638031651602262E-9	1.5276063303204523E-8	1	5.136639305765653E-7	4.702119968722033E-7	0.02433222036727877	-0.6069057377049181	843	599	244	91220	54936
No VS Yes	E4F1	0.025311728264220734	-1.5855439408570877	0.9746882717357792	0.05062345652844147	0.13269284456908306	1	0.1496524261830918	-0.05582637729549251	0.0501844262295082	843	599	244	66811	79345
No VS Yes	EAF1	0.4642745842547932	-0.06216734077700253	0.5357254157452068	0.9285491685095864	1	1	1	0.0011101836393990318	0.0028688524590163977	843	599	244	72790.5	73365.5
No VS Yes	EAF2	0.9906913433404212	2.027051356059674	0.009308656659578807	0.018617313319157613	1	0.06671913357447673	0.0652839431258776	0.17964106844741232	0.023872950819672122	843	599	244	80622.5	65533.5
No VS Yes	EAPP	6.405381076102223E-7	-6.193454749434893	0.9999993594618923	1.2810762152204447E-6	1.7039484358712142E-5	1	1.9495511603843913E-5	-0.10896494156928214	0.0797950819672131	843	599	244	57551.5	88604.5
No VS Yes	EARS2	0.0010215974806292993	-2.990276285829607	0.9989784025193706	0.0020431949612585987	0.00898062634287456	1	0.010282584274034692	-0.008864774624373916	0.12655737704918035	843	599	244	63190.5	82965.5
