Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	mitochondrial transport (GO:0006839)	1/56	2.450391e-01	3.788758e-01	0	0	3.644628e+00	5.125576e+00	SLC25A13
GO_Biological_Process_2021	positive regulation of multicellular organismal process (GO:0051240)	3/345	2.485484e-01	3.801486e-01	0	0	1.768674e+00	2.462203e+00	C1QTNF3;WNT5A;LPIN1
GO_Biological_Process_2021	post-translational protein modification (GO:0043687)	3/345	2.485484e-01	3.801486e-01	0	0	1.768674e+00	2.462203e+00	C4A;GOLM1;DCAF5
GO_Biological_Process_2021	negative regulation of DNA recombination (GO:0045910)	1/57	2.488245e-01	3.801486e-01	0	0	3.579365e+00	4.978923e+00	BLM
GO_Biological_Process_2021	cellular response to peptide (GO:1901653)	1/57	2.488245e-01	3.801486e-01	0	0	3.579365e+00	4.978923e+00	PSEN1
GO_Biological_Process_2021	dicarboxylic acid metabolic process (GO:0043648)	1/57	2.488245e-01	3.801486e-01	0	0	3.579365e+00	4.978923e+00	ME2
GO_Biological_Process_2021	regulation of reactive oxygen species metabolic process (GO:2000377)	1/57	2.488245e-01	3.801486e-01	0	0	3.579365e+00	4.978923e+00	FOXM1
GO_Biological_Process_2021	chordate embryonic development (GO:0043009)	1/58	2.525911e-01	3.821123e-01	0	0	3.516392e+00	4.838496e+00	WNT5A
GO_Biological_Process_2021	nucleosome assembly (GO:0006334)	1/58	2.525911e-01	3.821123e-01	0	0	3.516392e+00	4.838496e+00	NASP
GO_Biological_Process_2021	fat cell differentiation (GO:0045444)	1/58	2.525911e-01	3.821123e-01	0	0	3.516392e+00	4.838496e+00	C1QTNF3
GO_Biological_Process_2021	positive regulation of mitotic cell cycle phase transition (GO:1901992)	1/58	2.525911e-01	3.821123e-01	0	0	3.516392e+00	4.838496e+00	CDC25A
GO_Biological_Process_2021	positive regulation of protein binding (GO:0032092)	1/58	2.525911e-01	3.821123e-01	0	0	3.516392e+00	4.838496e+00	PSEN1
GO_Biological_Process_2021	cellular response to DNA damage stimulus (GO:0006974)	3/350	2.552512e-01	3.847584e-01	0	0	1.742743e+00	2.379728e+00	BLM;FANCA;PSEN1
GO_Biological_Process_2021	protein polymerization (GO:0051258)	1/59	2.563391e-01	3.847584e-01	0	0	3.455590e+00	4.703937e+00	UBE2S
GO_Biological_Process_2021	regulation of secretion by cell (GO:1903530)	1/59	2.563391e-01	3.847584e-01	0	0	3.455590e+00	4.703937e+00	RHBDF2
GO_Biological_Process_2021	fatty acid oxidation (GO:0019395)	1/59	2.563391e-01	3.847584e-01	0	0	3.455590e+00	4.703937e+00	CROT
GO_Biological_Process_2021	cellular protein catabolic process (GO:0044257)	1/60	2.600684e-01	3.887621e-01	0	0	3.396850e+00	4.574914e+00	BNIP3L
GO_Biological_Process_2021	Notch signaling pathway (GO:0007219)	1/60	2.600684e-01	3.887621e-01	0	0	3.396850e+00	4.574914e+00	PSEN1
GO_Biological_Process_2021	regulation of signal transduction (GO:0009966)	2/198	2.605211e-01	3.887621e-01	0	0	2.051645e+00	2.759609e+00	TSPAN15;VWA2
GO_Biological_Process_2021	modification-dependent protein catabolic process (GO:0019941)	2/201	2.660806e-01	3.960636e-01	0	0	2.020408e+00	2.674932e+00	UBE2S;MAD2L1
GO_Biological_Process_2021	glucose metabolic process (GO:0006006)	1/62	2.674715e-01	3.960636e-01	0	0	3.285147e+00	4.332262e+00	SLC25A13
GO_Biological_Process_2021	positive regulation of interleukin-1 production (GO:0032732)	1/62	2.674715e-01	3.960636e-01	0	0	3.285147e+00	4.332262e+00	WNT5A
GO_Biological_Process_2021	response to retinoic acid (GO:0032526)	1/62	2.674715e-01	3.960636e-01	0	0	3.285147e+00	4.332262e+00	WNT5A
GO_Biological_Process_2021	amyloid fibril formation (GO:1990000)	1/63	2.711455e-01	3.999656e-01	0	0	3.231997e+00	4.218078e+00	TSPAN15
GO_Biological_Process_2021	positive regulation of viral process (GO:0048524)	1/63	2.711455e-01	3.999656e-01	0	0	3.231997e+00	4.218078e+00	KPNA2
GO_Biological_Process_2021	regulation of innate immune response (GO:0045088)	1/64	2.748013e-01	4.038111e-01	0	0	3.180536e+00	4.108320e+00	LRP8
GO_Biological_Process_2021	diterpenoid metabolic process (GO:0016101)	1/64	2.748013e-01	4.038111e-01	0	0	3.180536e+00	4.108320e+00	LRP8
GO_Biological_Process_2021	regulation of inflammatory response (GO:0050727)	2/206	2.753468e-01	4.038420e-01	0	0	1.970388e+00	2.541257e+00	C1QTNF3;WNT5A
GO_Biological_Process_2021	steroid biosynthetic process (GO:0006694)	1/65	2.784389e-01	4.076007e-01	0	0	3.130682e+00	4.002754e+00	CYP21A2
GO_Biological_Process_2021	ERBB signaling pathway (GO:0038127)	1/66	2.820585e-01	4.105577e-01	0	0	3.082362e+00	3.901163e+00	REPS2
GO_Biological_Process_2021	positive regulation of cell cycle (GO:0045787)	1/66	2.820585e-01	4.105577e-01	0	0	3.082362e+00	3.901163e+00	ASNS
GO_Biological_Process_2021	positive regulation of cell death (GO:0010942)	1/66	2.820585e-01	4.105577e-01	0	0	3.082362e+00	3.901163e+00	WNT5A
GO_Biological_Process_2021	anion transmembrane transport (GO:0098656)	1/67	2.856601e-01	4.134554e-01	0	0	3.035507e+00	3.803346e+00	SLC25A13
GO_Biological_Process_2021	regulation of epidermal growth factor receptor signaling pathway (GO:0042058)	1/67	2.856601e-01	4.134554e-01	0	0	3.035507e+00	3.803346e+00	RHBDF2
GO_Biological_Process_2021	positive regulation of catabolic process (GO:0009896)	1/67	2.856601e-01	4.134554e-01	0	0	3.035507e+00	3.803346e+00	WNT5A
GO_Biological_Process_2021	negative regulation of inflammatory response (GO:0050728)	2/212	2.864598e-01	4.138350e-01	0	0	1.913508e+00	2.392186e+00	C1QTNF3;RHBDF2
GO_Biological_Process_2021	canonical Wnt signaling pathway (GO:0060070)	1/68	2.892438e-01	4.162948e-01	0	0	2.990050e+00	3.709113e+00	WNT5A
GO_Biological_Process_2021	negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512)	1/68	2.892438e-01	4.162948e-01	0	0	2.990050e+00	3.709113e+00	ASPN
GO_Biological_Process_2021	negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	4/547	2.926386e-01	4.175249e-01	0	0	1.485344e+00	1.825216e+00	WNT5A;DEPDC1;BIRC5;FOXM1
GO_Biological_Process_2021	cellular response to calcium ion (GO:0071277)	1/69	2.928097e-01	4.175249e-01	0	0	2.945930e+00	3.618287e+00	WNT5A
GO_Biological_Process_2021	cellular response to decreased oxygen levels (GO:0036294)	1/69	2.928097e-01	4.175249e-01	0	0	2.945930e+00	3.618287e+00	BNIP3L
GO_Biological_Process_2021	synapse assembly (GO:0007416)	1/69	2.928097e-01	4.175249e-01	0	0	2.945930e+00	3.618287e+00	WNT5A
GO_Biological_Process_2021	positive regulation of protein polymerization (GO:0032273)	1/69	2.928097e-01	4.175249e-01	0	0	2.945930e+00	3.618287e+00	EVL
GO_Biological_Process_2021	cellular response to light stimulus (GO:0071482)	1/70	2.963579e-01	4.202497e-01	0	0	2.903089e+00	3.530700e+00	CDC25A
GO_Biological_Process_2021	sterol metabolic process (GO:0016125)	1/70	2.963579e-01	4.202497e-01	0	0	2.903089e+00	3.530700e+00	CYP21A2
GO_Biological_Process_2021	wound healing (GO:0042060)	1/70	2.963579e-01	4.202497e-01	0	0	2.903089e+00	3.530700e+00	WNT5A
GO_Biological_Process_2021	regulation of glycolytic process (GO:0006110)	1/71	2.998884e-01	4.229196e-01	0	0	2.861472e+00	3.446199e+00	PSEN1
GO_Biological_Process_2021	nucleic acid metabolic process (GO:0090304)	1/71	2.998884e-01	4.229196e-01	0	0	2.861472e+00	3.446199e+00	KPNA2
GO_Biological_Process_2021	response to metal ion (GO:0010038)	1/71	2.998884e-01	4.229196e-01	0	0	2.861472e+00	3.446199e+00	SLC25A13
GO_Biological_Process_2021	cell junction organization (GO:0034330)	1/72	3.034015e-01	4.247620e-01	0	0	2.821027e+00	3.364635e+00	PSEN1
GO_Biological_Process_2021	cell morphogenesis involved in differentiation (GO:0000904)	1/72	3.034015e-01	4.247620e-01	0	0	2.821027e+00	3.364635e+00	NTN4
GO_Biological_Process_2021	response to ionizing radiation (GO:0010212)	1/72	3.034015e-01	4.247620e-01	0	0	2.821027e+00	3.364635e+00	BLM
GO_Biological_Process_2021	positive regulation of protein secretion (GO:0050714)	1/72	3.034015e-01	4.247620e-01	0	0	2.821027e+00	3.364635e+00	C1QTNF3
GO_Biological_Process_2021	negative regulation of cell adhesion (GO:0007162)	1/73	3.068970e-01	4.265536e-01	0	0	2.781706e+00	3.285871e+00	MUC1
GO_Biological_Process_2021	regulation of actin filament polymerization (GO:0030833)	1/73	3.068970e-01	4.265536e-01	0	0	2.781706e+00	3.285871e+00	EVL
GO_Biological_Process_2021	regulation of hydrolase activity (GO:0051336)	1/73	3.068970e-01	4.265536e-01	0	0	2.781706e+00	3.285871e+00	FGD3
GO_Biological_Process_2021	endoplasmic reticulum organization (GO:0007029)	1/73	3.068970e-01	4.265536e-01	0	0	2.781706e+00	3.285871e+00	REEP6
GO_Biological_Process_2021	regulation of stress fiber assembly (GO:0051492)	1/74	3.103752e-01	4.306107e-01	0	0	2.743462e+00	3.209777e+00	EVL
GO_Biological_Process_2021	actomyosin structure organization (GO:0031032)	1/76	3.172799e-01	4.370403e-01	0	0	2.670034e+00	3.065121e+00	EPB41L4A
GO_Biological_Process_2021	positive regulation of interleukin-6 production (GO:0032755)	1/76	3.172799e-01	4.370403e-01	0	0	2.670034e+00	3.065121e+00	WNT5A
GO_Biological_Process_2021	water-soluble vitamin metabolic process (GO:0006767)	1/76	3.172799e-01	4.370403e-01	0	0	2.670034e+00	3.065121e+00	BTD
GO_Biological_Process_2021	protein import into nucleus (GO:0006606)	1/76	3.172799e-01	4.370403e-01	0	0	2.670034e+00	3.065121e+00	KPNA2
GO_Biological_Process_2021	purine ribonucleotide metabolic process (GO:0009150)	1/77	3.207065e-01	4.378440e-01	0	0	2.634769e+00	2.996335e+00	CROT
GO_Biological_Process_2021	negative regulation of developmental process (GO:0051093)	1/77	3.207065e-01	4.378440e-01	0	0	2.634769e+00	2.996335e+00	FOXM1
GO_Biological_Process_2021	cellular response to UV (GO:0034644)	1/77	3.207065e-01	4.378440e-01	0	0	2.634769e+00	2.996335e+00	CDC25A
GO_Biological_Process_2021	phosphatidylcholine metabolic process (GO:0046470)	1/77	3.207065e-01	4.378440e-01	0	0	2.634769e+00	2.996335e+00	LPIN1
GO_Biological_Process_2021	positive regulation of endothelial cell proliferation (GO:0001938)	1/77	3.207065e-01	4.378440e-01	0	0	2.634769e+00	2.996335e+00	WNT5A
GO_Biological_Process_2021	phosphorylation (GO:0016310)	3/400	3.232992e-01	4.406025e-01	0	0	1.519359e+00	1.715625e+00	CCNE1;BIRC5;NEK11
GO_Biological_Process_2021	protein modification process (GO:0036211)	1/78	3.241161e-01	4.409353e-01	0	0	2.600420e+00	2.929772e+00	UBE2S
GO_Biological_Process_2021	recombinational repair (GO:0000725)	1/79	3.275087e-01	4.446441e-01	0	0	2.566952e+00	2.865335e+00	BLM
GO_Biological_Process_2021	negative regulation of cell cycle (GO:0045786)	1/80	3.308845e-01	4.446441e-01	0	0	2.534331e+00	2.802934e+00	MAD2L1
GO_Biological_Process_2021	regulation of fat cell differentiation (GO:0045598)	1/80	3.308845e-01	4.446441e-01	0	0	2.534331e+00	2.802934e+00	WNT5A
GO_Biological_Process_2021	regulation of NIK/NF-kappaB signaling (GO:1901222)	1/80	3.308845e-01	4.446441e-01	0	0	2.534331e+00	2.802934e+00	C1QTNF3
GO_Biological_Process_2021	response to interferon-gamma (GO:0034341)	1/80	3.308845e-01	4.446441e-01	0	0	2.534331e+00	2.802934e+00	WNT5A
GO_Biological_Process_2021	skin development (GO:0043588)	1/80	3.308845e-01	4.446441e-01	0	0	2.534331e+00	2.802934e+00	WNT5A
GO_Biological_Process_2021	lipid biosynthetic process (GO:0008610)	1/80	3.308845e-01	4.446441e-01	0	0	2.534331e+00	2.802934e+00	CYP21A2
GO_Biological_Process_2021	negative regulation of transcription, DNA-templated (GO:0045892)	6/948	3.372346e-01	4.505045e-01	0	0	1.284591e+00	1.396321e+00	MUC1;WNT5A;DEPDC1;BIRC5;PSEN1;FOXM1
GO_Biological_Process_2021	cell-cell junction organization (GO:0045216)	1/82	3.375858e-01	4.505045e-01	0	0	2.471505e+00	2.683895e+00	PVR
GO_Biological_Process_2021	ephrin receptor signaling pathway (GO:0048013)	1/82	3.375858e-01	4.505045e-01	0	0	2.471505e+00	2.683895e+00	PSEN1
GO_Biological_Process_2021	positive regulation of cytoskeleton organization (GO:0051495)	1/82	3.375858e-01	4.505045e-01	0	0	2.471505e+00	2.683895e+00	EVL
GO_Biological_Process_2021	regulation of interleukin-1 beta production (GO:0032651)	1/83	3.409115e-01	4.518105e-01	0	0	2.441242e+00	2.627099e+00	WNT5A
GO_Biological_Process_2021	peptide metabolic process (GO:0006518)	1/83	3.409115e-01	4.518105e-01	0	0	2.441242e+00	2.627099e+00	PSEN1
GO_Biological_Process_2021	regulation of Notch signaling pathway (GO:0008593)	1/83	3.409115e-01	4.518105e-01	0	0	2.441242e+00	2.627099e+00	TSPAN15
GO_Biological_Process_2021	positive regulation of plasma membrane bounded cell projection assembly (GO:0120034)	1/83	3.409115e-01	4.518105e-01	0	0	2.441242e+00	2.627099e+00	ANLN
GO_Biological_Process_2021	membrane organization (GO:0061024)	2/242	3.416219e-01	4.519739e-01	0	0	1.671769e+00	1.795565e+00	WNT5A;REPS2
GO_Biological_Process_2021	response to insulin (GO:0032868)	1/84	3.442207e-01	4.546311e-01	0	0	2.411707e+00	2.572019e+00	LPIN1
GO_Biological_Process_2021	negative regulation of defense response (GO:0031348)	1/85	3.475134e-01	4.550771e-01	0	0	2.382876e+00	2.518586e+00	C1QTNF3
GO_Biological_Process_2021	regulation of cell cycle G2/M phase transition (GO:1902749)	1/85	3.475134e-01	4.550771e-01	0	0	2.382876e+00	2.518586e+00	GTSE1
GO_Biological_Process_2021	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)	1/85	3.475134e-01	4.550771e-01	0	0	2.382876e+00	2.518586e+00	CENPE
GO_Biological_Process_2021	positive regulation of protein catabolic process (GO:0045732)	1/85	3.475134e-01	4.550771e-01	0	0	2.382876e+00	2.518586e+00	WNT5A
GO_Biological_Process_2021	Wnt signaling pathway, planar cell polarity pathway (GO:0060071)	1/85	3.475134e-01	4.550771e-01	0	0	2.382876e+00	2.518586e+00	WNT5A
GO_Biological_Process_2021	regulation of neuron death (GO:1901214)	1/86	3.507898e-01	4.570358e-01	0	0	2.354724e+00	2.466734e+00	WNT5A
GO_Biological_Process_2021	regulation of Ras protein signal transduction (GO:0046578)	1/86	3.507898e-01	4.570358e-01	0	0	2.354724e+00	2.466734e+00	FOXM1
GO_Biological_Process_2021	positive regulation of endothelial cell migration (GO:0010595)	1/86	3.507898e-01	4.570358e-01	0	0	2.354724e+00	2.466734e+00	WNT5A
GO_Biological_Process_2021	regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)	1/87	3.540499e-01	4.605040e-01	0	0	2.327226e+00	2.416399e+00	MUC1
GO_Biological_Process_2021	regulation of establishment of planar polarity (GO:0090175)	1/88	3.572937e-01	4.623801e-01	0	0	2.300360e+00	2.367524e+00	WNT5A
GO_Biological_Process_2021	sensory perception of mechanical stimulus (GO:0050954)	1/88	3.572937e-01	4.623801e-01	0	0	2.300360e+00	2.367524e+00	BIRC5
GO_Biological_Process_2021	metal ion transport (GO:0030001)	1/88	3.572937e-01	4.623801e-01	0	0	2.300360e+00	2.367524e+00	PSEN1
GO_Biological_Process_2021	regulation of endothelial cell migration (GO:0010594)	1/89	3.605214e-01	4.629331e-01	0	0	2.274105e+00	2.320050e+00	WNT5A
GO_Biological_Process_2021	collagen fibril organization (GO:0030199)	1/89	3.605214e-01	4.629331e-01	0	0	2.274105e+00	2.320050e+00	LOXL1
GO_Biological_Process_2021	positive regulation of inflammatory response (GO:0050729)	1/89	3.605214e-01	4.629331e-01	0	0	2.274105e+00	2.320050e+00	WNT5A
GO_Biological_Process_2021	post-Golgi vesicle-mediated transport (GO:0006892)	1/89	3.605214e-01	4.629331e-01	0	0	2.274105e+00	2.320050e+00	EXOC6
GO_Biological_Process_2021	regulation of canonical Wnt signaling pathway (GO:0060828)	2/253	3.615545e-01	4.629331e-01	0	0	1.597610e+00	1.625316e+00	WNT5A;PSEN1
GO_Biological_Process_2021	cellular amino acid catabolic process (GO:0009063)	1/90	3.637331e-01	4.629331e-01	0	0	2.248439e+00	2.273925e+00	ABAT
GO_Biological_Process_2021	negative regulation of protein kinase activity (GO:0006469)	1/90	3.637331e-01	4.629331e-01	0	0	2.248439e+00	2.273925e+00	PTPRT
GO_Biological_Process_2021	positive regulation of autophagy (GO:0010508)	1/90	3.637331e-01	4.629331e-01	0	0	2.248439e+00	2.273925e+00	BNIP3L
GO_Biological_Process_2021	positive regulation of binding (GO:0051099)	1/90	3.637331e-01	4.629331e-01	0	0	2.248439e+00	2.273925e+00	PSEN1
GO_Biological_Process_2021	protein complex oligomerization (GO:0051259)	1/90	3.637331e-01	4.629331e-01	0	0	2.248439e+00	2.273925e+00	BLM
GO_Biological_Process_2021	sensory perception of sound (GO:0007605)	1/91	3.669288e-01	4.662297e-01	0	0	2.223345e+00	2.229097e+00	BIRC5
GO_Biological_Process_2021	regulation of endothelial cell proliferation (GO:0001936)	1/92	3.701086e-01	4.671863e-01	0	0	2.198801e+00	2.185518e+00	WNT5A
GO_Biological_Process_2021	regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	1/92	3.701086e-01	4.671863e-01	0	0	2.198801e+00	2.185518e+00	LRP8
GO_Biological_Process_2021	retinoid metabolic process (GO:0001523)	1/92	3.701086e-01	4.671863e-01	0	0	2.198801e+00	2.185518e+00	LRP8
GO_Biological_Process_2021	Wnt signaling pathway (GO:0016055)	1/92	3.701086e-01	4.671863e-01	0	0	2.198801e+00	2.185518e+00	WNT5A
GO_Biological_Process_2021	visual perception (GO:0007601)	1/93	3.732726e-01	4.704091e-01	0	0	2.174791e+00	2.143140e+00	REEP6
GO_Biological_Process_2021	negative regulation of cell death (GO:0060548)	1/94	3.764209e-01	4.705262e-01	0	0	2.151298e+00	2.101920e+00	BNIP3L
GO_Biological_Process_2021	negative regulation of MAPK cascade (GO:0043409)	1/94	3.764209e-01	4.705262e-01	0	0	2.151298e+00	2.101920e+00	FOXM1
GO_Biological_Process_2021	nucleosome organization (GO:0034728)	1/94	3.764209e-01	4.705262e-01	0	0	2.151298e+00	2.101920e+00	NASP
GO_Biological_Process_2021	positive regulation of epithelial cell migration (GO:0010634)	1/94	3.764209e-01	4.705262e-01	0	0	2.151298e+00	2.101920e+00	WNT5A
GO_Biological_Process_2021	hemopoiesis (GO:0030097)	1/94	3.764209e-01	4.705262e-01	0	0	2.151298e+00	2.101920e+00	WNT5A
GO_Biological_Process_2021	positive regulation of transcription, DNA-templated (GO:0045893)	7/1183	3.795127e-01	4.736220e-01	0	0	1.198413e+00	1.161103e+00	FANK1;BLM;NFIA;WNT5A;PSEN1;FOXM1;LPIN1
GO_Biological_Process_2021	positive regulation of cold-induced thermogenesis (GO:0120162)	1/97	3.857721e-01	4.793581e-01	0	0	2.083754e+00	1.984794e+00	LPIN1
GO_Biological_Process_2021	glycosaminoglycan biosynthetic process (GO:0006024)	1/97	3.857721e-01	4.793581e-01	0	0	2.083754e+00	1.984794e+00	OMD
GO_Biological_Process_2021	negative regulation of signal transduction (GO:0009968)	2/267	3.865992e-01	4.793581e-01	0	0	1.512129e+00	1.437078e+00	PTPRT;TSPAN15
GO_Biological_Process_2021	protein deubiquitination (GO:0016579)	2/267	3.865992e-01	4.793581e-01	0	0	1.512129e+00	1.437078e+00	CCNA2;CDC25A
GO_Biological_Process_2021	nervous system development (GO:0007399)	3/447	3.875018e-01	4.797048e-01	0	0	1.355252e+00	1.284826e+00	BTD;EVL;WDR62
GO_Biological_Process_2021	antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)	1/98	3.888582e-01	4.798410e-01	0	0	2.062168e+00	1.947801e+00	CENPE
GO_Biological_Process_2021	positive regulation of defense response (GO:0031349)	1/98	3.888582e-01	4.798410e-01	0	0	2.062168e+00	1.947801e+00	WNT5A
GO_Biological_Process_2021	response to UV (GO:0009411)	1/99	3.919289e-01	4.828565e-01	0	0	2.041022e+00	1.911774e+00	CDC25A
GO_Biological_Process_2021	antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)	1/100	3.949844e-01	4.842962e-01	0	0	2.020304e+00	1.876679e+00	CENPE
GO_Biological_Process_2021	cell-matrix adhesion (GO:0007160)	1/100	3.949844e-01	4.842962e-01	0	0	2.020304e+00	1.876679e+00	VWA2
GO_Biological_Process_2021	regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	1/100	3.949844e-01	4.842962e-01	0	0	2.020304e+00	1.876679e+00	ASPN
GO_Biological_Process_2021	cellular response to chemical stress (GO:0062197)	1/101	3.980247e-01	4.872480e-01	0	0	2.000000e+00	1.842482e+00	GPX8
GO_Biological_Process_2021	regulation of cell death (GO:0010941)	1/102	4.010498e-01	4.893952e-01	0	0	1.980098e+00	1.809155e+00	BNIP3L
GO_Biological_Process_2021	positive regulation of vasculature development (GO:1904018)	1/102	4.010498e-01	4.893952e-01	0	0	1.980098e+00	1.809155e+00	WNT5A
GO_Biological_Process_2021	protein modification by small protein removal (GO:0070646)	2/276	4.024784e-01	4.903614e-01	0	0	1.461791e+00	1.330396e+00	CCNA2;CDC25A
GO_Biological_Process_2021	antigen processing and presentation of exogenous peptide antigen (GO:0002478)	1/103	4.040599e-01	4.915105e-01	0	0	1.960586e+00	1.776668e+00	CENPE
GO_Biological_Process_2021	steroid metabolic process (GO:0008202)	1/104	4.070551e-01	4.943729e-01	0	0	1.941453e+00	1.744992e+00	CYP21A2
GO_Biological_Process_2021	protein processing (GO:0016485)	1/106	4.130007e-01	4.976690e-01	0	0	1.904281e+00	1.683967e+00	PSEN1
GO_Biological_Process_2021	cellular response to peptide hormone stimulus (GO:0071375)	1/106	4.130007e-01	4.976690e-01	0	0	1.904281e+00	1.683967e+00	LPIN1
GO_Biological_Process_2021	peptidyl-lysine modification (GO:0018205)	1/106	4.130007e-01	4.976690e-01	0	0	1.904281e+00	1.683967e+00	LOXL1
GO_Biological_Process_2021	small GTPase mediated signal transduction (GO:0007264)	1/106	4.130007e-01	4.976690e-01	0	0	1.904281e+00	1.683967e+00	CCNA2
GO_Biological_Process_2021	positive regulation of protein serine/threonine kinase activity (GO:0071902)	1/106	4.130007e-01	4.976690e-01	0	0	1.904281e+00	1.683967e+00	WNT5A
GO_Biological_Process_2021	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)	1/108	4.188872e-01	5.039737e-01	0	0	1.868498e+00	1.625880e+00	ASPN
GO_Biological_Process_2021	proteolysis (GO:0006508)	2/287	4.216244e-01	5.059075e-01	0	0	1.404583e+00	1.213054e+00	PSEN1;LRP8
GO_Biological_Process_2021	modulation of chemical synaptic transmission (GO:0050804)	1/109	4.218086e-01	5.059075e-01	0	0	1.851104e+00	1.597879e+00	LRP8
GO_Biological_Process_2021	positive regulation of cell population proliferation (GO:0008284)	3/474	4.238243e-01	5.075345e-01	0	0	1.275790e+00	1.095184e+00	WNT5A;BIRC5;FOXM1
GO_Biological_Process_2021	regulation of protein kinase activity (GO:0045859)	1/110	4.247154e-01	5.078118e-01	0	0	1.834028e+00	1.570545e+00	CENPE
GO_Biological_Process_2021	regulation of Wnt signaling pathway (GO:0030111)	1/111	4.276077e-01	5.104774e-01	0	0	1.817264e+00	1.543855e+00	PSEN1
GO_Biological_Process_2021	regulation of macroautophagy (GO:0016241)	1/112	4.304856e-01	5.131175e-01	0	0	1.800801e+00	1.517789e+00	BNIP3L
GO_Biological_Process_2021	positive regulation of metabolic process (GO:0009893)	1/113	4.333492e-01	5.137629e-01	0	0	1.784632e+00	1.492330e+00	LPIN1
GO_Biological_Process_2021	sulfur compound biosynthetic process (GO:0044272)	1/113	4.333492e-01	5.137629e-01	0	0	1.784632e+00	1.492330e+00	OMD
GO_Biological_Process_2021	positive regulation of gene expression (GO:0010628)	3/482	4.344569e-01	5.137629e-01	0	0	1.253966e+00	1.045379e+00	C1QTNF3;WNT5A;PSEN1
GO_Biological_Process_2021	activation of protein kinase activity (GO:0032147)	1/114	4.361986e-01	5.137629e-01	0	0	1.768749e+00	1.467457e+00	WNT5A
GO_Biological_Process_2021	negative regulation of cell motility (GO:2000146)	1/114	4.361986e-01	5.137629e-01	0	0	1.768749e+00	1.467457e+00	PTPRT
GO_Biological_Process_2021	cellular response to transforming growth factor beta stimulus (GO:0071560)	1/114	4.361986e-01	5.137629e-01	0	0	1.768749e+00	1.467457e+00	WNT5A
GO_Biological_Process_2021	positive regulation of kinase activity (GO:0033674)	1/114	4.361986e-01	5.137629e-01	0	0	1.768749e+00	1.467457e+00	CENPE
GO_Biological_Process_2021	calcium ion transport (GO:0006816)	1/115	4.390337e-01	5.137629e-01	0	0	1.753145e+00	1.443153e+00	PSEN1
GO_Biological_Process_2021	cellular amide metabolic process (GO:0043603)	1/115	4.390337e-01	5.137629e-01	0	0	1.753145e+00	1.443153e+00	BTD
GO_Biological_Process_2021	cellular response to lectin (GO:1990858)	1/115	4.390337e-01	5.137629e-01	0	0	1.753145e+00	1.443153e+00	MUC1
GO_Biological_Process_2021	cellular response to molecule of bacterial origin (GO:0071219)	1/115	4.390337e-01	5.137629e-01	0	0	1.753145e+00	1.443153e+00	WNT5A
GO_Biological_Process_2021	stimulatory C-type lectin receptor signaling pathway (GO:0002223)	1/115	4.390337e-01	5.137629e-01	0	0	1.753145e+00	1.443153e+00	MUC1
GO_Biological_Process_2021	positive regulation of angiogenesis (GO:0045766)	1/116	4.418548e-01	5.162795e-01	0	0	1.737813e+00	1.419400e+00	WNT5A
GO_Biological_Process_2021	positive regulation of cell projection organization (GO:0031346)	1/117	4.446618e-01	5.187721e-01	0	0	1.722745e+00	1.396184e+00	WNT5A
GO_Biological_Process_2021	negative regulation of response to external stimulus (GO:0032102)	1/118	4.474548e-01	5.204535e-01	0	0	1.707934e+00	1.373486e+00	C1QTNF3
GO_Biological_Process_2021	regulation of protein binding (GO:0043393)	1/118	4.474548e-01	5.204535e-01	0	0	1.707934e+00	1.373486e+00	PSEN1
GO_Biological_Process_2021	innate immune response activating cell surface receptor signaling pathway (GO:0002220)	1/119	4.502339e-01	5.228961e-01	0	0	1.693374e+00	1.351292e+00	MUC1
GO_Biological_Process_2021	cellular response to lipopolysaccharide (GO:0071222)	1/120	4.529992e-01	5.245254e-01	0	0	1.679060e+00	1.329588e+00	WNT5A
GO_Biological_Process_2021	cytoskeleton organization (GO:0007010)	1/120	4.529992e-01	5.245254e-01	0	0	1.679060e+00	1.329588e+00	FGD3
GO_Biological_Process_2021	cellular response to interferon-gamma (GO:0071346)	1/121	4.557507e-01	5.261290e-01	0	0	1.664983e+00	1.308359e+00	WNT5A
GO_Biological_Process_2021	protein homooligomerization (GO:0051260)	1/121	4.557507e-01	5.261290e-01	0	0	1.664983e+00	1.308359e+00	BLM
GO_Biological_Process_2021	positive regulation of epithelial cell proliferation (GO:0050679)	1/123	4.612127e-01	5.316374e-01	0	0	1.637523e+00	1.267272e+00	WNT5A
GO_Biological_Process_2021	non-canonical Wnt signaling pathway (GO:0035567)	1/124	4.639233e-01	5.330152e-01	0	0	1.624127e+00	1.247389e+00	WNT5A
